add_these_pw_job_title_9089,agent_city,agent_firm_name,agent_state,application_type,case_no,case_number,case_received_date,case_status,class_of_admission,country_of_citizenship,country_of_citzenship,decision_date,employer_address_1,employer_address_2,employer_city,employer_country,employer_decl_info_title,employer_num_employees,employer_phone,employer_phone_ext,employer_postal_code,employer_state,employer_yr_estab,foreign_worker_info_alt_edu_experience,foreign_worker_info_birth_country,foreign_worker_info_city,foreign_worker_info_education
,,,,,,A-13316-14034,10/30/2013,Denied,B-2,PHILIPPINES,,5/18/2015,7620 BACKLICK ROAD,,SPRINGFIELD,UNITED STATES OF AMERICA,OWNER,55,703-569-6660,,22150,VIRGINIA,1982,A,PHILIPPINES,BOWIE,Bachelor's
,South San Francisco,Younossi Law,CALIFORNIA,,,A-13316-14038,12/11/2013,Certified,H-1B,AUSTRALIA,,6/4/2015,6750 DUMBARTON CIRCLE,,FREMONT,UNITED STATES OF AMERICA,Senior HR Business Partner,2300,6503573500,,94555,CALIFORNIA,1989,Y,AUSTRALIA,SAN MATEO,High School
,Northampton,Curran & Berger LLP,MASSACHUSETTS,,,A-13316-13781,6/19/2014,Certified-Expired,H-1B,INDIA,,11/12/2014,147 COLUMBIA TURNPIKE,SUITE 308,FLORHAM PARK,UNITED STATES OF AMERICA,Medical Director,5,9737659355,,7932,NEW JERSEY,2002,A,INDIA,HUNTINGDON VALLEY,Other
,Atlanta,"Fragomen, Del Rey, Bernsen & Loewy, LLP",GEORGIA,,,A-13316-13783,12/12/2013,Certified,E-2,FRANCE,,6/4/2015,3790 RUSSELL NEWMAN BOULEVARD,,DENTON,UNITED STATES OF AMERICA,Human Resources Manager,4380,940-272-5700,,76208,TEXAS,1986,N,FRANCE,EVERETT,Associate's
,Raleigh,Ogletree Deakins,NORTH CAROLINA,,,A-13316-13987,11/19/2013,Certified,H-1B,INDIA,,5/21/2015,ONE DELL WAY,,ROUND ROCK,UNITED STATES OF AMERICA,Immigration Advisor,109400,5123384400,,78682,TEXAS,1984,N,INDIA,ROUND ROCK,Bachelor's
,,,,,,A-13316-14000,11/14/2013,Certified-Expired,H-1B,INDIA,,4/1/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,A,INDIA,NEW CITY,Bachelor's
,,,,,,A-13316-13877,11/12/2013,Certified-Expired,H-1B,INDIA,,3/30/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,N,INDIA,MARLTON,Bachelor's
,,,,,,A-13316-13855,11/13/2013,Certified-Expired,L-1,INDIA,,3/31/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,N,INDIA,ATLANTA,Bachelor's
,New York,,NEW YORK,,,A-13316-14099,12/3/2013,Certified,F-1,ISRAEL,,6/4/2015,1588 MARTINGALE CT,,CARLSBAD,UNITED STATES OF AMERICA,Owner,2,760-431-1258,,92011,CALIFORNIA,2013,A,ISRAEL,NEW YORK,None
,,,,,,A-13315-13582,11/12/2013,Certified-Expired,L-1,INDIA,,3/31/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,A,INDIA,CYPRESS,Bachelor's
,,,,,,A-13316-14061,11/14/2013,Denied,H-1B,NEPAL,,6/8/2015,15 CORPORATE PLACE,SUITE 419,PISCATAWAY,UNITED STATES OF AMERICA,CEO,28,7325432141,101,8854,NEW JERSEY,1996,A,NEPAL,NEW YORK,Bachelor's
,FREMONT,,CALIFORNIA,,,A-13316-13824,11/12/2013,Certified,H-1B,INDIA,,9/25/2015,46500 FREMONT BLVD.,SUITE 708,FREMONT,UNITED STATES OF AMERICA,president,150,510-252-0346,,94538,CALIFORNIA,2003,A,INDIA,SANTA CLARA,Bachelor's
,,,,,,A-13316-13891,11/13/2013,Certified-Expired,H-1B,INDIA,,3/27/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,A,INDIA,WATERLOO,Master's
,,,,,,A-13316-14023,11/14/2013,Certified-Expired,H-1B,INDIA,,4/1/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,A,INDIA,WOODBURY,Bachelor's
,Orlando,SilzerLaw Chartered,FLORIDA,,,A-13315-13656,11/11/2013,Denied,H-1B,CANADA,,5/28/2015,7500 E. MCDONALD DRIVE,SUITE 200A,SCOTTSDALE,UNITED STATES OF AMERICA,Controller,14,480-874-0000,,85250,ARIZONA,1993,Y,CANADA,WINTER SPRINGS,Other
,,,,,,A-13316-14066,11/13/2013,Certified-Expired,H-1B,INDIA,,3/27/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,A,INDIA,ALDIE,Bachelor's
,San Francisco,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-13316-14067,11/27/2013,Certified,H-1B,INDIA,,5/11/2015,500 ORACLE PARKWAY,,REDWOOD SHORES,UNITED STATES OF AMERICA,Immigration Specialist,115000,650-506-7000,,94065,CALIFORNIA,1977,A,INDIA,FREMONT,Master's
,,,,,,A-13316-13779,11/12/2013,Certified-Expired,L-1,INDIA,,3/31/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,A,INDIA,MANCHESTER,Bachelor's
,,,,,,A-13316-13792,11/15/2013,Denied,H-1B,INDIA,,7/6/2015,847 MONROE AVE #205K,,MEMPHIS,UNITED STATES OF AMERICA,"Director, International Affairs",3500,901-448-8484,,38163,TENNESSEE,1911,A,INDIA,MEMPHIS,Master's
,Troy,Dickinson Wright PLLC,MICHIGAN,,,A-13316-13793,11/27/2013,Certified,E-2,CANADA,,5/20/2015,750 TOWER DR,,TROY,UNITED STATES OF AMERICA,Human Resources Manager,325,248-631-2580,,48098,MICHIGAN,1987,A,CANADA,ROYAL OAK,Master's
,,,,,,A-13316-14015,11/12/2013,Certified-Expired,H-1B,INDIA,,3/31/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,A,INDIA,MASON,Bachelor's
,NEW YORK,"FRAGOMEN, DEL REY, BERNSEN & LOEWY, LLP",NEW YORK,,,A-13316-14098,11/25/2013,Certified,H-1B,INDIA,,5/29/2015,1 ROGERS STREET,,CAMBRIDGE,UNITED STATES OF AMERICA,jen.griffin@pega.com,2200,617-374-9600,,2142,MASSACHUSETTS,1983,N,INDIA,GOFFSTOWN,Master's
,,,,,,A-13316-14119,11/13/2013,Certified-Expired,H-1B,INDIA,,3/30/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,N,INDIA,EAST RUTHERFORD,Bachelor's
,,,,,,A-14099-59359,4/9/2014,Denied,,SOUTH KOREA,,8/6/2015,410 SUNSET BLVD,,WEST COLUMBIA,UNITED STATES OF AMERICA,Assistant Complex Manager,750,803-794-8440,,29169,SOUTH CAROLINA,1975,A,SOUTH KOREA,SEOUL,None
,RALEIGH,"Global Labor Solutions, LLC",NORTH CAROLINA,,,A-13315-13736,11/11/2013,Denied,,SOUTH KOREA,,5/18/2015,46623 COUNTY ROAD 523 (MAIL TO PO BOX ONLY),P.O. BOX 206,ITTA BENA,UNITED STATES OF AMERICA,President,350,662-254-7200,,38941,MISSISSIPPI,1988,A,SOUTH KOREA,BUSAN,None
,Mountain View,Law Office of Daphne L. Wang,CALIFORNIA,,,A-13316-13906,12/6/2013,Certified,L-1,CHINA,,6/19/2015,1255 E. ARQUES AVENUE,,SUNNYVALE,UNITED STATES OF AMERICA,H.R. Manager,150,408-636-9500,507,94085,CALIFORNIA,1983,A,CHINA,FREMONT,Master's
,,,,,,A-13316-13816,11/12/2013,Withdrawn,H-1B,BRAZIL,,10/2/2014,1 WEST PRENTISS STREET,121-20 UNIVERSITY SERVICES BUILDING,IOWA CITY,UNITED STATES OF AMERICA,"Director, UI Office of FSIS",23250,319-335-1167,,52242,IOWA,1847,A,BRAZIL,CORALVILLE,Doctorate
,,,,,,A-13316-13890,11/13/2013,Certified-Expired,L-1,INDIA,,3/27/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,N,INDIA,SAN JOSE,Bachelor's
,Chicago,"Fragomen, Del Rey, Bernsen & Loewy, LLP",ILLINOIS,,,A-13316-13837,11/18/2013,Certified,H-1B,INDIA,,6/4/2015,3333 BEVERLY ROAD,,HOFFMAN ESTATES,UNITED STATES OF AMERICA,HR Specialist,5729,8472862500,,60179,ILLINOIS,2005,A,INDIA,BARTLETT,Master's
,,,,,,A-13316-14025,11/13/2013,Certified-Expired,L-1,INDIA,,3/27/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,N,INDIA,WOBURN,Bachelor's
,New York,John F. Finnell Attorney at Law,NEW YORK,,,A-13316-14030,11/12/2013,Certified,H-1B,JAPAN,,5/13/2015,"211 EAST 43RD STREET, #B1F",,NEW YORK,UNITED STATES OF AMERICA,PRESIDENT,64,212-953-7253,,10017,NEW YORK,1996,A,JAPAN,NEW YORK,Bachelor's
,Santa Clara,"Fragomen, Del Rey, Bernsen & Loewy, LLP",CALIFORNIA,,,A-13316-14102,12/23/2013,Certified,H-1B,INDIA,,6/8/2015,ONE MICROSOFT WAY,,REDMOND,UNITED STATES OF AMERICA,Microsoft In-House Attorney,58000,425-705-9061,,98052,WASHINGTON,1975,A,INDIA,REDMOND,Master's
,,,,,,A-07194-56311,12/19/2014,Denied,F-1,RUSSIA,,6/19/2015,INTERNATIONAL PROGRAMS - GLOBAL SERVICES,"BRYAN HALL 108, WASHINGTON STATE UNIVERSITY, PO BOX 645110",PULLMAN,UNITED STATES OF AMERICA,Immigration Compliance Specialist,5600,509-335-1348,,99164-5110,WASHINGTON,1890,A,RUSSIA,PULLMAN,Doctorate
,Columbus,Porter Wright Morris & Arthur LLP,OHIO,,,A-13315-13576,1/17/2014,Certified,Parolee,INDIA,,6/9/2015,10453 MILL RUN CIRCLE,,OWINGS MILLS,UNITED STATES OF AMERICA,Sr. Talent Acquisition Analyst,5000,410-998-6633,,21117,MARYLAND,1937,Y,INDIA,ELKRIDGE,Master's
,,,,,,A-13315-13660,6/26/2014,Certified-Expired,H-1B,CHINA,,11/24/2014,OFFICE OF ACADEMIC AFFAIRS,P.O. BOX 413,MILWAUKEE,UNITED STATES OF AMERICA,"Dean, College of Letters and Science",3000,414-229-3203,,53201,WISCONSIN,1885,A,CHINA,SHOREWOOD,Doctorate
,,,,,,A-13316-13952,11/13/2013,Certified-Expired,L-1,INDIA,,3/27/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,A,INDIA,CHICAGO,Master's
,New York,,NEW YORK,,,A-08161-59824,7/16/2008,Denied,H-1B,INDIA,,5/15/2015,3039 CORNWALLIS ROAD,BLDG. 002 /DEPT. 0O4A,RTP,UNITED STATES OF AMERICA,Senior Software Engineer Manager,307400,919-254-7737,,27709,NORTH CAROLINA,1911,N,INDIA,AUSTIN,Bachelor's
,San Francisco,Simmons & Ungar LLP,CALIFORNIA,,,A-08330-09240,11/25/2008,Denied,H-1B,UNITED STATES OF AMERICA,,1/9/2015,"6100 TENNYSON PKWY, SUITE 200",,PLANO,UNITED STATES OF AMERICA,Executive - HRD,91000,(469) 229-9489,,75024,TEXAS,1981,A,INDIA,HOUSTON,Bachelor's
,,,,,,A-13316-14031,11/13/2013,Certified-Expired,L-1,INDIA,,3/27/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,N,INDIA,BRANDON,Bachelor's
,,,,,,A-13316-13897,11/13/2013,Certified-Expired,H-1B,INDIA,,3/27/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,N,INDIA,SCOTTSDALE,Bachelor's
,,,,,,A-13316-13900,11/12/2013,Certified-Expired,H-1B,INDIA,,3/30/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,N,INDIA,ROCKYHILL,Bachelor's
,FREMONT,,CALIFORNIA,,,A-13316-13821,11/12/2013,Certified,H-1B,INDIA,,9/25/2015,46500 FREMONT BLVD.,SUITE 708,FREMONT,UNITED STATES OF AMERICA,president,150,510-252-0346,,94538,CALIFORNIA,2003,A,INDIA,TALLAHASSEE,Bachelor's
,,,,,,A-13316-13923,11/14/2013,Certified-Expired,H-1B,INDIA,,4/1/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,A,INDIA,BEAVERTON,Bachelor's
,,,,,,A-13316-14080,11/13/2013,Certified-Expired,H-1B,INDIA,,3/30/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,A,INDIA,ATLANTA,Bachelor's
,Chicago,"Fragomen, Del Rey, Bernsen & Loewy, LLP",ILLINOIS,,,A-13316-13986,11/13/2013,Certified,H-1B,INDIA,,7/1/2015,500 JACKSON STREET,,COLUMBUS,UNITED STATES OF AMERICA,Global Mobility Director,39800,812-377-5000,,47201,INDIANA,2007,N,INDIA,STOUGHTON,Master's
,Troy,"Clement & Hurst, PLC",MICHIGAN,,,A-13316-14068,3/14/2014,Certified,H-1B,INDIA,,7/17/2015,9050 N CAPITAL OF TEXAS HWY,SUITE 300,AUSTIN,UNITED STATES OF AMERICA,President,47,512-430-4560,777,78759,TEXAS,1998,A,INDIA,AUSTIN,Master's
,Worcester,"Tadmor & Tadmor, LLP",MASSACHUSETTS,,,A-13316-13888,12/2/2013,Certified,H-1B,INDIA,,6/5/2015,3000 BAYPORT DRIVE,SUITE#840,TAMPA,UNITED STATES OF AMERICA,Vice President,380,727-723-0801,306,33607,FLORIDA,1999,Y,INDIA,JACKSONVILLE,Bachelor's
,,,,,,A-13316-14104,11/13/2013,Certified-Expired,H-1B,INDIA,,3/30/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,N,INDIA,JERSEY CITY,Bachelor's
,,,,,,A-13316-13901,11/14/2013,Certified-Expired,H-1B,INDIA,,4/1/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,N,INDIA,CANOGA PARK,Bachelor's
,,,,,,A-13316-14129,11/13/2013,Certified-Expired,H-1B,INDIA,,3/30/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,N,INDIA,SACRAMENTO,Bachelor's
,,,,,,A-13316-13841,11/13/2013,Certified-Expired,H-1B,INDIA,,3/31/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,N,INDIA,FOLSOM,Bachelor's
,NEW YORK,LAW OFFICE OF PETER E. TORRES,NEW YORK,,,A-13316-13951,10/30/2013,Denied,J-1,PERU,,5/18/2015,314 SOUTH ROUTE 94 #41,NONE,WARWICK,UNITED STATES OF AMERICA,OWNER/EMPLOYER,4,201-481-8766,NONE,10090,NEW YORK,1999,A,PERU,N. PLAINFIELD,None
,,,,,,A-13316-14043,11/13/2013,Certified-Expired,L-1,INDIA,,3/27/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,A,INDIA,TALLAHASSEE,Master's
,,,,,,A-13316-13988,11/12/2013,Certified-Expired,H-1B,INDIA,,3/31/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,A,INDIA,BEAVERTON,Bachelor's
,,,,,,A-13316-14083,11/13/2013,Certified-Expired,L-1,INDIA,,3/30/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,A,INDIA,IRVING,Master's
,Addison,"Fragomen, Del Rey, Bernsen & Loewy, LLP.",TEXAS,,,A-13316-13999,1/8/2014,Certified,H-1B,INDIA,,7/20/2015,10560 DR. MARTIN LUTHER KING JR. STREET N,,ST. PETERSBURG,UNITED STATES OF AMERICA,Sr. Director,100000,727-577-9749,,33716,FLORIDA,1966,A,INDIA,ST. PETERSBURG,Bachelor's
,,,,,,A-13315-13625,11/13/2013,Certified-Expired,L-1,INDIA,,3/31/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,A,INDIA,MADISON,Master's
,New York,"Law Office of Maritza Diaz, PC",NEW YORK,,,A-09260-64783,11/24/2009,Denied,H-1B,INDIA,,8/25/2015,10167 WEST SUNRISE BLVD.,SUITE 200,PLANTATION,UNITED STATES OF AMERICA,President,14,9543425676,102,33322,FLORIDA,2000,A,INDIA,PEMBROKE PINES,Bachelor's
,Denver,Elkind Alterman Harston PC,COLORADO,,,A-13315-13617,11/12/2013,Certified,L-1,SOUTH AFRICA,,5/15/2015,"4 SAN JOAQUIN PLAZA, SUITE 150",,NEWPORT BEACH,UNITED STATES OF AMERICA,Human Resources Manager,46,9492077207,,92660,CALIFORNIA,2001,Y,SOUTH AFRICA,IRVINE,Bachelor's
,,,,,,A-13315-13630,11/12/2013,Certified-Expired,L-1,INDIA,,3/31/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,A,INDIA,ST. LOUIS,Master's
,,,,,,A-13315-13639,11/12/2013,Certified-Expired,H-1B,INDIA,,3/31/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,A,INDIA,FRISCO,Bachelor's
,RALEIGH,"Global Labor Solutions, LLC",NORTH CAROLINA,,,A-13315-13726,11/11/2013,Denied,,SOUTH KOREA,,5/20/2015,46623 COUNTY ROAD 523 (MAIL TO PO BOX ONLY),P.O. BOX 206,ITTA BENA,UNITED STATES OF AMERICA,President,350,662-254-7200,,38941,MISSISSIPPI,1988,A,SOUTH KOREA,GUNWI-GUN,None
,,,,,,A-13315-13570,11/12/2013,Certified-Expired,H-1B,INDIA,,3/23/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,N,INDIA,PITTSBURGH-MOON TOWSHIP,Bachelor's
,Atlanta,Greenberg Traurig LLP,GEORGIA,,,A-13315-13606,12/18/2013,Certified,H-1B,INDIA,,5/28/2015,4203 TOWN CENTER BLVD,SUITE C1,EL DORADO HILLS,UNITED STATES OF AMERICA,HR Shared Services Rep,4800,916-350-7914,,95762,CALIFORNIA,1939,A,INDIA,FREMONT,Bachelor's
,Atlanta,Seyfarth Shaw LLP,GEORGIA,,,A-13315-13604,11/22/2013,Certified,H-1B,INDIA,,5/14/2015,8115 KNUE ROAD,,INDIANAPOLIS,UNITED STATES OF AMERICA,Legal Specialist II,43500,317-841-4400,,46250,INDIANA,1944,A,INDIA,INDIANAPOLIS,Bachelor's
,RALEIGH,"Global Labor Solutions, LLC",NORTH CAROLINA,,,A-13315-13684,11/11/2013,Denied,,SOUTH KOREA,,5/18/2015,46623 COUNTY ROAD 523 (MAIL TO PO BOX ONLY),P.O. BOX 206,ITTA BENA,UNITED STATES OF AMERICA,President,350,662-254-7200,,38941,MISSISSIPPI,1988,A,SOUTH KOREA,DAEGU-SI,None
,Houston,"Quan Burdette & Perez, P.C.",TEXAS,,,A-08284-94865,10/10/2008,Certified,EWI,MEXICO,,8/25/2015,5858 WESTHEIMER,#101,HOUSTON,UNITED STATES OF AMERICA,Office Manager,72,713.840.1111,,77057,TEXAS,1980,A,MEXICO,HOUSTON,None
,Dallas,Berry Appleman & Leiden LLP,TEXAS,,,A-13315-13686,12/20/2013,Certified,H-1B,CHINA,,6/12/2015,1600 AMPHITHEATRE PARKWAY,,MOUNTAIN VIEW,UNITED STATES OF AMERICA,Immigration Program Specialist,53861,650-253-0000,,94043,CALIFORNIA,1998,A,CHINA,SUNNYVALE,Bachelor's
,New York,Howard Rosengarten P.C.,NEW YORK,,,A-08318-05184,11/13/2008,Denied,,EGYPT,,5/19/2015,204 FIRST AVENUE,,NEWARK,UNITED STATES OF AMERICA,Managing Director,70,973 484-0055,,7107,NEW JERSEY,1962,A,EGYPT,ALEXANDRIA,None
,RALEIGH,"Global Labor Solutions, LLC",NORTH CAROLINA,,,A-13315-13741,11/11/2013,Denied,,SOUTH KOREA,,5/18/2015,46623 COUNTY ROAD 523 (MAIL TO PO BOX ONLY),P.O. BOX 206,ITTA BENA,UNITED STATES OF AMERICA,President,350,662-254-7200,,38941,MISSISSIPPI,1988,A,SOUTH KOREA,SEOUL,None
,RALEIGH,"Global Labor Solutions, LLC",NORTH CAROLINA,,,A-13315-13742,11/11/2013,Denied,,SOUTH KOREA,,5/18/2015,46623 COUNTY ROAD 523 (MAIL TO PO BOX ONLY),P.O. BOX 206,ITTA BENA,UNITED STATES OF AMERICA,President,350,662-254-7200,,38941,MISSISSIPPI,1988,A,SOUTH KOREA,JEJU-SI,None
,RALEIGH,"Global Labor Solutions, LLC",NORTH CAROLINA,,,A-13315-13743,11/11/2013,Denied,,SOUTH KOREA,,6/26/2015,46623 COUNTY ROAD 523 (MAIL TO PO BOX ONLY),P.O. BOX 206,ITTA BENA,UNITED STATES OF AMERICA,President,350,662-254-7200,,38941,MISSISSIPPI,1988,A,SOUTH KOREA,SEOUL,None
,New York,M,NEW YORK,,,A-13316-14240,11/20/2013,Certified,H-1B,UNITED KINGDOM,,5/26/2015,55 EAST 52ND ST.,27TH FLOOR,NEW YORK,UNITED STATES OF AMERICA,In-House Immigration Counsel,7000,212-446-7000,,10022,NEW YORK,1926,A,UNITED KINGDOM,ATLANTA,Other
,,,,,,A-13315-13661,11/12/2013,Certified-Expired,H-1B,INDIA,,3/31/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,A,INDIA,TAMPA,Bachelor's
,Philadelphia,"Baumann, Landau & Simon",PENNSYLVANIA,,,A-13315-13550,11/19/2013,Certified,H-1B,INDIA,,5/26/2015,11905 KIGGER JACK LANE,,CLARKSBURG,UNITED STATES OF AMERICA,President,2,3015407273,,20871,MARYLAND,2009,A,INDIA,CLARKSBURG,Master's
,Edison,"Law Office of Thomas V. Allen, PLLC",NEW JERSEY,,,A-13316-13804,11/18/2013,Certified,H-1B,INDIA,,5/22/2015,33507 9TH AVENUE SOUTH,BLDG. D,FEDERAL WAY,UNITED STATES OF AMERICA,GENERAL MANAGER- OPERATIONS & DELIVERY,36,206-249-0903,,98003,WASHINGTON,2005,Y,INDIA,DUNWOODY,Bachelor's
,Addison,"Fragomen, Del Rey, Bernsen & Loewy LLP",TEXAS,,,A-13315-13676,11/14/2013,Certified,H-1B,INDIA,,5/11/2015,2000 EASTMAN DRIVE,,MILFORD,UNITED STATES OF AMERICA,Paralegal,8000,513-576-2400,,45150,OHIO,1998,N,INDIA,CINCINNATI,Master's
,,,,,,A-13315-13572,11/11/2013,Certified,,SOUTH KOREA,,5/7/2015,3500 WEST BLVD,,MONTGOMERY,UNITED STATES OF AMERICA,hrkochfoods,1400,3343871711,,36108,ALABAMA,2006,A,SOUTH KOREA,SEOUL,Bachelor's
,,,,,,A-13315-13635,11/12/2013,Certified-Expired,H-1B,INDIA,,3/31/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,29000,201-290-9573,,77845,TEXAS,1994,A,INDIA,BENTONVILLE,Bachelor's
,RALEIGH,"Global Labor Solutions, LLC",NORTH CAROLINA,,,A-13315-13744,11/11/2013,Denied,,SOUTH KOREA,,5/19/2015,46623 COUNTY ROAD 523 (MAIL TO PO BOX ONLY),P.O. BOX 206,ITTA BENA,UNITED STATES OF AMERICA,President,350,662-254-7200,,38941,MISSISSIPPI,1988,A,SOUTH KOREA,SEOUL,None
,RALEIGH,"Global LaborSolutions, LLC",NORTH CAROLINA,,,A-13315-13681,11/11/2013,Denied,,SOUTH KOREA,,5/18/2015,46623 COUNTY ROAD 523 (MAIL TO PO BOX ONLY),P.O. BOX 206,ITTA BENA,UNITED STATES OF AMERICA,President,350,662-254-7200,,38941,MISSISSIPPI,1988,A,SOUTH KOREA,GWANGJU-SI,None
,RALEIGH,"Global Labor Solutions, LLC",NORTH CAROLINA,,,A-13315-13695,11/11/2013,Denied,,SOUTH KOREA,,5/18/2015,46623 COUNTY ROAD 523 (MAIL TO PO BOX ONLY),P.O. BOX 206,ITTA BENA,UNITED STATES OF AMERICA,President,350,662-254-7200,,38941,MISSISSIPPI,1988,A,SOUTH KOREA,GWANGJU-SI,None
,RALEIGH,"Global LaborSolutions, LLC",NORTH CAROLINA,,,A-13315-13699,11/11/2013,Denied,,SOUTH KOREA,,7/8/2015,46623 COUNTY ROAD 523 (MAIL TO PO BOX ONLY),P.O. BOX 206,ITTA BENA,UNITED STATES OF AMERICA,President,350,662-254-7200,,38941,MISSISSIPPI,1988,A,SOUTH KOREA,SEOUL,None
,Austin,"Jackson Lewis, LLP",TEXAS,,,A-13316-14162,11/19/2013,Certified,H-1B,TANZANIA,,5/14/2015,2201 SOUTH CLEAR CREEK ROAD,,KILLEEN,UNITED STATES OF AMERICA,"Executive Director, Human Resources",140000,2545267523,8184,76549,TEXAS,1978,A,TANZANIA,HARKER HEIGHTS,Master's
,New York,"H. Taufiq Choudhury, PC",NEW YORK,,,A-13315-13751,11/13/2013,Certified,H-1B,INDIA,,5/20/2015,107-B CORPORATE BLVD.,,SOUTH PLAINFIELD,UNITED STATES OF AMERICA,Vice President,305,908-668-1080,,7080,NEW JERSEY,1995,A,INDIA,MT. LAUREL,Master's
,,,,,,A-08287-95470,12/3/2008,Certified,Not in USA,SOUTH KOREA,,8/10/2015,4905 MOORES MILL ROAD,,HUNTSVILLE,UNITED STATES OF AMERICA,Director of Human Resources,6800,256-859-9042,,35811,ALABAMA,1990,A,SOUTH KOREA,SEOUL,None
,Suwanee,"Mannam & Associates, LLC",GEORGIA,,,A-13316-13805,1/13/2014,Certified,H-1B,INDIA,,6/16/2015,2450 ATLANTA HWY,SUITE #1703,CUMMING,UNITED STATES OF AMERICA,VP-Human Resource,35,6784560370,,30040,GEORGIA,2006,A,INDIA,FRANKLIN,Master's
